participantId,age,gender,education,location,belief_pre,belief_post,belief_change,distance_pre,distance_post,distance_change,intentions_pre,intentions_post,intentions_change,policy_adoption_pre,policy_adoption_post,policy_adoption_change,self_perceived_behavior_change,self_perceived_behavior_pre,self_perceived_behavior_post,consumption_pre,consumption_post,consumption_change,general_sharing_pre,general_sharing_post,general_sharing_change,intervention_sharing_post,choices,condition,combined_condition,strategy,type
57C912FC551B4394ABCF0CDA2F381112,21,2,3,3,100,98.75,-1.25,4.8,5,0.2,4,4,0,54.28571429,58.57142857,4.285714286,0,3,3,5.166666667,4,-1.166666667,1,1,0,0,5,chat_nonpersonal,chat_nonpersonal_future,future,real_human
EA03551BF46F4EB3BA931E5E7F408F52,50,1,5,2,87.75,87.75,0,4.6,4.6,0,3.75,3.5,-0.25,70.28571429,78.28571429,8,0,2,2,5,4.666666667,-0.3333333333,1,1,0,1,3,text_statement,text_statement_action,action,real_human
DA91EE3BE4C1436F913749BE84E35CDF,40,2,5,2,54.75,62,7.25,4.2,3.4,-0.8,3.75,4.25,0.5,68.14285714,40.28571429,-27.85714286,0,5,5,5.333333333,6,0.6666666667,0,0,0,,1,text_statement,text_statement_action,action,real_human
443E5C3AB1744BF3B4AA8894EA6980A1,42,1,3,2,95,100,5,4.6,4.8,0.2,4.5,4.25,-0.25,98.57142857,100,1.428571429,0,2,2,5,5.166666667,0.1666666667,,,,,4,chat_personalized,chat_personalized_future,future,real_human
78FE9E65E88149269C3BE2D1D5E379BB,33,2,4,2,75,85,10,4.4,4.4,0,4,4.25,0.25,65.57142857,71.28571429,5.714285714,0,5,5,4.666666667,4.833333333,0.1666666667,0,0,0,0,1,text_statement,text_statement_control,control,real_human
F2EE9FE4674A408293A6DE8D5DC0D9CD,32,1,5,2,66.5,63.5,-3,5.6,5.8,0.2,3,3.75,0.75,74.42857143,70,-4.428571429,0,3,3,6.166666667,6.666666667,0.5,1,1,0,1,0,chat_nonpersonal,chat_nonpersonal_action,action,real_human
05A1E8107C1648728733793728586101,35,1,5,3,81.25,79,-2.25,2.8,2.8,0,3.75,3.75,0,79.14285714,78.14285714,-1,0,3,3,5,4.5,-0.5,,,,0,5,text_statement,text_statement_future,future,real_human
C3F60E5AAB274BA786764F926C52ABEB,19,1,3,2,94.5,97,2.5,4.6,4.8,0.2,3.5,3.5,0,94.57142857,95,0.4285714286,0,2,2,5.333333333,5.333333333,0,1,1,0,0,1,chat_nonpersonal,chat_nonpersonal_action,action,real_human
8713B53A7A9C408EBD2BAF5BDC67A5DA,28,2,6,1,96,94,-2,4.8,6,1.2,3.5,3.5,0,93.14285714,95.71428571,2.571428571,0,4,4,4.833333333,5.166666667,0.3333333333,1,1,0,0,1,text_statement,text_statement_future,future,real_human
1C4AE1A2D9B3476AB0FB51C03A3195B5,29,1,5,2,70.5,72.75,2.25,5.2,6.6,1.4,3.25,3.5,0.25,66.57142857,78.71428571,12.14285714,0,2,2,6.5,6.666666667,0.1666666667,1,1,0,1,0,text_statement,text_statement_future,future,real_human
9A86A88B229145CA9943EAA00F48703F,34,1,5,2,87.5,85,-2.5,5.2,5.2,0,4.5,5,0.5,71.42857143,73.57142857,2.142857143,0,1,1,4.333333333,5,0.6666666667,0,0,0,,3,chat_personalized,chat_personalized_control,control,real_human
E0DAFB61AAF048FAAE3AED2DB7B65A20,47,1,6,2,0,0,0,3.4,3.4,0,2.25,2.5,0.25,26.42857143,22.42857143,-4,1,3,4,3,3,0,0,0,0,,0.5,chat_nonpersonal,chat_nonpersonal_future,future,real_human
F4DC27B22D5D469AA059CB7D953EE762,49,2,5,2,98.75,96.25,-2.5,4.4,7,2.6,4,4,0,92.14285714,93.85714286,1.714285714,0,2,2,6,6,0,0,0,0,0,2,chat_nonpersonal,chat_nonpersonal_moral,moral,real_human
BC65DC9DD5A94A7FA9592BC5A8CA132A,27,1,2,1,70,75.5,5.5,3.6,3.8,0.2,3.25,3.25,0,52.42857143,45.42857143,-7,1,2,3,4,4.166666667,0.1666666667,,,,,0.75,chat_nonpersonal,chat_nonpersonal_action,action,real_human
E5536FEEC0AF4FF8A487AB7C13B5476E,37,1,7,3,100,100,0,4.2,4.2,0,5,5,0,94.71428571,95.57142857,0.8571428571,0,2,2,5.833333333,5.833333333,0,,,,0,6,text_statement,text_statement_control,control,real_human
B76B6865E1FF411EA7631F5E9FF23AF8,35,2,6,1,72.5,77.5,5,3.8,3.8,0,4.25,4,-0.25,82.14285714,81.42857143,-0.7142857143,0,2,2,5,5,0,0,0,0,,4,text_statement,text_statement_action,action,real_human
020D3548E93645B4B95D91610DDED9A2,23,1,5,2,92.5,97.5,5,6.2,6,-0.2,3.75,4.5,0.75,88.57142857,91.42857143,2.857142857,0,2,2,5.333333333,5.5,0.1666666667,1,1,0,0,2,chat_personalized,chat_personalized_control,control,real_human
21B3DFC1EAD64629BC73B948869F1F63,35,1,6,1,15,16.5,1.5,5.2,4.4,-0.8,2.5,2.5,0,17.14285714,15.71428571,-1.428571429,0,1,1,2.833333333,2.166666667,-0.6666666667,,,,,2,text_statement,text_statement_control,control,real_human
467535A5E255478A97460136960AE30C,42,1,5,3,87.5,86.25,-1.25,3.8,4.4,0.6,3.5,3.5,0,81.42857143,81.42857143,0,0,2,2,4.833333333,4.833333333,0,0,0,0,,5,chat_nonpersonal,chat_nonpersonal_action,action,real_human
5EE51F753E744CCFB294047E79D3AE52,31,1,6,2,0,0,0,2.2,1,-1.2,2.75,1,-1.75,4.285714286,2.857142857,-1.428571429,0,2,2,1,1,0,0,0,0,,0,chat_nonpersonal,chat_nonpersonal_future,future,real_human
F472A4D8D3F34308ACE816AE17833397,56,2,7,2,93.25,90,-3.25,4,4,0,2.75,3,0.25,63.85714286,72.14285714,8.285714286,0,3,3,3.5,3.666666667,0.1666666667,0,0,0,,4,chat_nonpersonal,chat_nonpersonal_control,control,real_human
59B346EE669B44EEA1AEA27946F3C47E,39,1,6,3,100,100,0,4.6,4.6,0,4.25,4.25,0,94.28571429,94.28571429,0,0,3,3,6.666666667,6.666666667,0,1,1,0,0,2.5,text_statement,text_statement_action,action,real_human
BEECDFD0B3D14DCF908B2CA089F77702,40,2,6,2,75,77.75,2.75,4.6,5.2,0.6,3.75,3.5,-0.25,61.42857143,67,5.571428571,0,3,3,5.333333333,5.666666667,0.3333333333,0,0,0,0,5,chat_personalized,chat_personalized_moral,moral,real_human
5AAA0DED16E64782A06426DBFA37ADC7,39,1,6,3,86.5,92.5,6,4.2,4.4,0.2,3.75,3.5,-0.25,92.71428571,89.85714286,-2.857142857,0,2,2,5.333333333,5.833333333,0.5,0,0,0,0,2,text_statement,text_statement_control,control,real_human
F6C2C2975E2D47A29BB1DC4817243718,46,2,2,1,91.5,92.25,0.75,5.2,5.8,0.6,3.5,3.25,-0.25,57.14285714,57.71428571,0.5714285714,0,1,1,7,7,0,0,0,0,1,4,chat_personalized,chat_personalized_future,future,real_human
A70D634B746143A6A85C9439962184D4,57,2,5,2,100,100,0,4.6,4.6,0,3,3,0,95,94.28571429,-0.7142857143,0,1,1,3,2.5,-0.5,0,0,0,,1,text_statement,text_statement_control,control,real_human
3730294F3F5748E4B7FBEEF1666125B4,76,1,6,2,79.75,74,-5.75,4.4,4.4,0,5,5,0,77,80.28571429,3.285714286,0,1,1,6,6,0,1,1,0,0,2,chat_personalized,chat_personalized_moral,moral,real_human
9631521D18B641DEA395C84D41D68D6B,29,1,5,1,53.75,51,-2.75,5.2,5.6,0.4,4,4.25,0.25,50.42857143,59.42857143,9,0,3,3,5.166666667,5,-0.1666666667,1,1,0,1,3,text_statement,text_statement_action,action,real_human
93E2CFED68164DBFAF8C9EE0BE15CAAD,50,1,5,2,67.5,67.5,0,4.4,4.4,0,3.75,3.75,0,68.57142857,68.57142857,0,0,3,3,5.666666667,5.666666667,0,1,1,0,0,0.5,text_statement,text_statement_action,action,real_human
49A493BAFD1E4102B996623AAC98CE9B,57,2,4,1,100,100,0,4.6,4.6,0,5,5,0,91.71428571,91.42857143,-0.2857142857,0,2,2,6.666666667,6.666666667,0,1,1,0,1,6,text_statement,text_statement_future,future,real_human
CF670755D5254B69B4312E5D25D56095,41,2,5,2,2.25,3.75,1.5,4.2,3,-1.2,3.25,3.75,0.5,20,24.28571429,4.285714286,0,4,4,2.333333333,2,-0.3333333333,0,0,0,0,1,chat_personalized,chat_personalized_action,action,real_human
8EF4D8DE818943E7BA305EA1CF63C089,30,1,7,3,88,94.25,6.25,6,6,0,3.5,3.5,0,84.14285714,86.57142857,2.428571429,1,2,3,5.166666667,5,-0.1666666667,0,0,0,1,1,chat_nonpersonal,chat_nonpersonal_moral,moral,real_human
05FD99A3D26F4F4CAC680ABEADF4CE4A,24,1,2,1,81,97.75,16.75,4.4,4.6,0.2,2.5,3.25,0.75,67.71428571,81,13.28571429,0,2,2,3.5,5,1.5,0,0,0,0,0.5,chat_personalized,chat_personalized_moral,moral,real_human
ED47543A709C4CEB897320957C3B3667,35,1,4,2,89,94,5,4.4,4.6,0.2,4,4.5,0.5,90.71428571,95.71428571,5,0,3,3,5.666666667,6.5,0.8333333333,0,1,1,0,6,chat_personalized,chat_personalized_action,action,real_human
84EF3DC36E684B58B6E65FA98186EA98,28,2,4,2,11.25,5,-6.25,1,1,0,3,3,0,36.42857143,40,3.571428571,0,2,2,3,4.166666667,1.166666667,0,0,0,0,0,chat_nonpersonal,chat_nonpersonal_action,action,real_human
D4908E4C013D4789BA65FC8C994B022A,37,2,6,2,100,100,0,4,4.6,0.6,3.5,2,-1.5,100,100,0,-1,3,2,6.5,4,-2.5,1,1,0,1,1,chat_personalized,chat_personalized_moral,moral,real_human
56137B5BB1CB44DD94A3214A5AB94B1A,23,3,2,2,100,100,0,4.4,4.4,0,3.5,3.5,0,100,100,0,0,4,4,5.833333333,5.5,-0.3333333333,,,,,3,chat_nonpersonal,chat_nonpersonal_future,future,real_human
FE7427E2C31B48178828B2B0CAD230A3,35,1,5,2,55,60,5,4.6,5,0.4,3.5,3.5,0,64.28571429,71.42857143,7.142857143,0,1,1,4.5,4.333333333,-0.1666666667,0,0,0,,3,text_statement,text_statement_action,action,real_human
602EDD5ED3584362A4609F4EF3D3E942,49,1,3,2,95,98.75,3.75,4.4,4.4,0,4.5,4.5,0,98.42857143,98.57142857,0.1428571429,0,2,2,5.5,5.5,0,0,1,1,0,2,chat_nonpersonal,chat_nonpersonal_control,control,real_human
02C11AF356464923B16DAB6166ACF8CB,34,2,6,3,100,100,0,4.6,4.6,0,4.5,4.5,0,91.57142857,91.28571429,-0.2857142857,0,5,5,4.5,4.166666667,-0.3333333333,0,0,0,,2,text_statement,text_statement_action,action,real_human
788C0AAC8A924E98B0667144DE400B05,34,2,5,1,20,17.5,-2.5,4,4.8,0.8,4,4,0,14.42857143,14.28571429,-0.1428571429,0,2,2,2.333333333,2,-0.3333333333,,,,,1,chat_nonpersonal,chat_nonpersonal_moral,moral,real_human
A5D3707685884EE3B2016C93F82A0512,35,2,2,2,90,92.5,2.5,5.4,5.4,0,4.75,4.75,0,64.14285714,68,3.857142857,0,3,3,6,6,0,1,1,0,0,3,text_statement,text_statement_action,action,real_human
1A40B0BD6ACA480A93FDCD0C474DE120,62,1,7,2,100,100,0,4.6,4.6,0,3.75,4,0.25,94.42857143,94.57142857,0.1428571429,0,2,2,6.5,6.666666667,0.1666666667,,,,,1,chat_personalized,chat_personalized_control,control,real_human
45D9B639509C4A72847A2C8D33D67C28,32,1,2,1,98.75,98.75,0,4.6,4.6,0,2,2,0,82.85714286,82.85714286,0,0,1,1,5.833333333,5.833333333,0,0,0,0,,1,text_statement,text_statement_future,future,real_human
2B9CDEB94D854C50B2C7434C523DA57C,41,2,2,2,20.5,15,-5.5,4,4,0,3.25,2.5,-0.75,33.42857143,32.28571429,-1.142857143,0,1,1,2.166666667,1.666666667,-0.5,0,0,0,,2,chat_nonpersonal,chat_nonpersonal_control,control,real_human
04C4AA07143843B282944131B0BAC5AE,35,1,5,2,96.5,96.25,-0.25,5.4,5.6,0.2,2.5,2,-0.5,85.71428571,84.85714286,-0.8571428571,0,2,2,5.5,5.333333333,-0.1666666667,1,0,-1,,3,chat_nonpersonal,chat_nonpersonal_future,future,real_human
7B0399721FEA483EAC465D0B94C049C3,37,1,7,3,100,100,0,5,4.4,-0.6,3.75,3.75,0,98.57142857,100,1.428571429,0,4,4,4,4.166666667,0.1666666667,,,,,1,chat_personalized,chat_personalized_moral,moral,real_human
93EA9384CB104C8387DCB2A24D15960F,24,2,6,3,100,100,0,4.4,5.8,1.4,4.5,4.5,0,85.71428571,84.42857143,-1.285714286,0,2,2,7,7,0,1,1,0,1,5,chat_personalized,chat_personalized_action,action,real_human
2F68F38B2EBB44F6A9D5E3B6C2AFEDA7,62,1,7,3,90,93,3,4.8,4.8,0,3.75,3.75,0,84.28571429,84.71428571,0.4285714286,0,3,3,5.333333333,5.5,0.1666666667,1,1,0,0,6,chat_personalized,chat_personalized_future,future,real_human
39AB00E73DC04B209BAD7CA976C57FFD,43,2,5,3,98.75,97.75,-1,4.8,4.4,-0.4,3.75,3.75,0,78,83.42857143,5.428571429,0,3,3,5.5,5.666666667,0.1666666667,0,0,0,0,3,text_statement,text_statement_control,control,real_human
4BCBF2B4BC9A447DB7C43EBE8E2B514D,40,1,3,3,90,90,0,4.6,4.6,0,4.25,4.5,0.25,93.57142857,93.57142857,0,0,2,2,6.333333333,6.333333333,0,1,1,0,0,3,text_statement,text_statement_moral,moral,real_human
8F21F71E2CAB407AA88F78B9BE0CEA54,31,1,5,3,60.5,55.25,-5.25,5.6,5.6,0,2.25,3.5,1.25,63.85714286,66.71428571,2.857142857,0,2,2,5.5,5.5,0,1,1,0,1,0,chat_nonpersonal,chat_nonpersonal_future,future,real_human
41EAB813AD5A40ECA94D52563B16D4E7,32,1,2,1,100,100,0,4.8,5,0.2,3,3,0,72.85714286,80,7.142857143,0,2,2,3,3,0,0,0,0,,0,text_statement,text_statement_control,control,real_human
E2AAE76EB95F47B496A683F7896FE96A,39,1,5,2,81.25,86.25,5,4.6,5.2,0.6,2.25,2,-0.25,42.14285714,44.28571429,2.142857143,0,1,1,2.166666667,2,-0.1666666667,0,0,0,,2,text_statement,text_statement_action,action,real_human
B39FDC0C6241408C94991F40B92F5D50,28,1,3,2,100,100,0,4.8,4.8,0,3.75,4.25,0.5,98.57142857,100,1.428571429,0,2,2,5.833333333,6.333333333,0.5,,,,,2,chat_personalized,chat_personalized_future,future,real_human
E34316F57E8046CFA3A130B7B2A531AE,24,1,5,3,100,97.5,-2.5,4.2,4.6,0.4,4.75,4.75,0,91.42857143,95.85714286,4.428571429,0,3,3,4.166666667,4.166666667,0,1,1,0,0,1,chat_nonpersonal,chat_nonpersonal_action,action,real_human
28DBC445DE7F4127BB12AEE711B2DE4C,39,1,5,2,100,100,0,4.4,4.4,0,4.25,4,-0.25,99.57142857,99.71428571,0.1428571429,0,3,3,5.166666667,5.833333333,0.6666666667,1,1,0,0,4,chat_personalized,chat_personalized_control,control,real_human
BB394776B1AB4B3895DC33CEEFA5A81A,36,2,5,1,100,100,0,4,4,0,3.5,3.5,0,96.85714286,96,-0.8571428571,0,3,3,6,5.833333333,-0.1666666667,1,1,0,0,0.8,chat_nonpersonal,chat_nonpersonal_control,control,real_human
79ECC524004A420F86F42034903D5811,31,2,5,2,82.5,70.5,-12,5,5.2,0.2,3.5,3.75,0.25,71.14285714,69.28571429,-1.857142857,-1,4,3,5,5.5,0.5,0,1,1,1,3,text_statement,text_statement_moral,moral,real_human
C7BFDAB929524E15B55FB2BE5526071A,46,2,6,3,26.75,24,-2.75,4.2,4.2,0,3,3,0,51.28571429,54,2.714285714,0,2,2,4.833333333,4.833333333,0,0,0,0,,1.666666667,chat_personalized,chat_personalized_action,action,real_human
A8C8741BCF3A4E5C8FCC16F930D06FEA,37,1,5,3,68.25,69.25,1,3.8,4,0.2,3.75,3.75,0,73,73,0,2,1,3,6,5.833333333,-0.1666666667,,,,,0.3333333333,chat_personalized,chat_personalized_control,control,real_human
837A2346EBBB43778F044D1EDF7BAA78,43,1,5,2,2.75,1.25,-1.5,3.6,3.6,0,1.5,1.5,0,32.85714286,22.85714286,-10,0,5,5,2,2.166666667,0.1666666667,0,0,0,,0,text_statement,text_statement_control,control,real_human
F7945E36A9B14A9397CCE64D22A9E450,58,1,3,1,0,0,0,3.4,3.4,0,1,1,0,0,0,0,0,5,5,1,1,0,0,0,0,,0,text_statement,text_statement_moral,moral,real_human
3D338FE747B2435A836A60675BFAB5AB,52,1,2,1,80.75,72.75,-8,3.6,3.6,0,2.75,2.75,0,64.28571429,68,3.714285714,0,4,4,4,4.166666667,0.1666666667,0,0,0,,0.5,text_statement,text_statement_control,control,real_human
B79D445EB93F49078DD9D1AD49582BD2,36,2,2,2,97.5,97.5,0,3.6,4,0.4,5,5,0,92.14285714,91.42857143,-0.7142857143,0,3,3,5.666666667,6.166666667,0.5,1,1,0,1,1,chat_nonpersonal,chat_nonpersonal_action,action,real_human
1F8FAFCF5442455CAF4C9CFF8620AB7E,31,1,3,2,96.25,96.25,0,4.4,6.8,2.4,3.5,3.5,0,85,85.71428571,0.7142857143,0,1,1,7,7,0,1,1,0,,4,chat_personalized,chat_personalized_moral,moral,real_human
1EE9B1E9E0C44235AF03D01A174A18C5,19,1,3,2,97.5,100,2.5,4.6,4.2,-0.4,2.75,2.75,0,75,80,5,0,4,4,3.166666667,3.333333333,0.1666666667,0,0,0,,1,chat_nonpersonal,chat_nonpersonal_moral,moral,real_human
85DDE07013CC43B083117014A898A92C,30,1,5,2,100,100,0,4.6,4.6,0,4.75,5,0.25,71.42857143,71.42857143,0,0,5,5,6.833333333,6.833333333,0,1,1,0,1,3,chat_personalized,chat_personalized_moral,moral,real_human
EA6EB96FB6FD429385404F166EFC4E4D,31,1,4,1,73.75,69.75,-4,3.4,4.2,0.8,3.5,3.5,0,67.57142857,73,5.428571429,0,2,2,4.333333333,4.166666667,-0.1666666667,0,0,0,,3,chat_personalized,chat_personalized_moral,moral,real_human
7545933493B04413B03B886D17211EFC,39,2,5,2,90.25,90.5,0.25,4,4,0,4,3.75,-0.25,66,69.42857143,3.428571429,0,4,4,4.5,5,0.5,1,1,0,0,1,text_statement,text_statement_moral,moral,real_human
BD4E57AB370D4528A3DF938AE8F27B01,49,2,6,2,82.5,100,17.5,4,4.6,0.6,4.5,4.5,0,100,100,0,0,3,3,7,7,0,1,1,0,1,5,text_statement,text_statement_action,action,real_human
CE5685B2F67C4B39BEBC8216677FDB8E,76,1,6,3,100,100,0,4.6,4.6,0,4.5,4.5,0,100,100,0,0,2,2,6.666666667,6.333333333,-0.3333333333,1,1,0,0,5,text_statement,text_statement_future,future,real_human
3AA09F3AA48E4DEA9A14DE2A591D842E,30,2,6,3,83,85.25,2.25,5,4.8,-0.2,3.75,4.5,0.75,68.57142857,77,8.428571429,0,2,2,5.833333333,6,0.1666666667,1,1,0,1,2,text_statement,text_statement_moral,moral,real_human
34DBFA16D26044D58AAB9AB321AB290C,45,1,6,2,41.25,49.5,8.25,4.6,5,0.4,3,1.5,-1.5,33.85714286,33.28571429,-0.5714285714,0,5,5,2,2,0,0,0,0,,0,chat_nonpersonal,chat_nonpersonal_control,control,real_human
D184D95B7CFE4E14A5E7684281CECA24,33,1,5,1,79.25,84.25,5,4.4,4,-0.4,3,3.5,0.5,67.85714286,69.28571429,1.428571429,0,2,2,4.333333333,4.5,0.1666666667,0,0,0,,0.25,chat_personalized,chat_personalized_moral,moral,real_human
4297AF3FDD3046A09816FC17FCEC1DD3,46,1,6,2,100,100,0,4.4,4.4,0,3.25,4,0.75,89.28571429,92.85714286,3.571428571,0,3,3,5.5,5.666666667,0.1666666667,1,1,0,0,5,chat_personalized,chat_personalized_action,action,real_human
162E3F2DB6784842857FD9209FDCA555,30,2,3,2,0,0.75,0.75,1,2,1,2.25,3.5,1.25,0,14.42857143,14.42857143,1,1,2,2.833333333,3.5,0.6666666667,0,0,0,,3,chat_nonpersonal,chat_nonpersonal_action,action,real_human
EEB7A4A9A2B24B2B9173E7763CE320E9,42,2,6,2,63,64.75,1.75,4.4,4.4,0,3.5,3.5,0,66,63.85714286,-2.142857143,0,1,1,4.666666667,4.666666667,0,0,0,0,,1,chat_personalized,chat_personalized_future,future,real_human
8330F0524454414A8E702F7574809FBC,55,1,4,2,10,7.75,-2.25,5.4,5.8,0.4,4,3.75,-0.25,53.57142857,59.28571429,5.714285714,0,4,4,2.5,2.666666667,0.1666666667,0,0,0,,0.25,chat_personalized,chat_personalized_future,future,real_human
B264D3ACA2EF47E8B5B10039A6A3AC2B,32,1,6,2,30.5,38.75,8.25,3.8,3.8,0,3.5,3.5,0,61,63.71428571,2.714285714,0,3,3,4.666666667,4.833333333,0.1666666667,0,0,0,,1,text_statement,text_statement_moral,moral,real_human
89C2E23455064455A6E568BB7338F0C2,25,1,4,2,100,100,0,4.8,4.8,0,3,3,0,80,82.14285714,2.142857143,0,2,2,5.333333333,5.333333333,0,,,,0,2,chat_nonpersonal,chat_nonpersonal_control,control,real_human
AEF1EB7A11EF4AED896D87482DF5FE21,35,2,4,2,64.25,63.25,-1,4.6,4.6,0,3.75,3.75,0,59.85714286,68.28571429,8.428571429,0,2,2,4.333333333,4.333333333,0,0,0,0,,2,chat_nonpersonal,chat_nonpersonal_future,future,real_human
40C2B12BAF114E29AADE0DD4B5F9DEE9,73,1,5,2,15.5,10,-5.5,4.4,3.6,-0.8,3.25,3.75,0.5,43.71428571,38.57142857,-5.142857143,0,2,2,5.333333333,5.166666667,-0.1666666667,0,0,0,,3,text_statement,text_statement_future,future,real_human
0F2E0CA76F7741D2B5D9B4957E7A7D52,26,1,5,3,95,100,5,4,4.2,0.2,3.5,3.75,0.25,88,88.14285714,0.1428571429,0,3,3,3.166666667,3.333333333,0.1666666667,1,1,0,,2,chat_personalized,chat_personalized_control,control,real_human
B9DD1B15C05341F2BC100342F5BA2854,42,1,2,3,43.75,55.75,12,4.6,4,-0.6,2,2.5,0.5,55.85714286,76.42857143,20.57142857,0,1,1,3.666666667,4.166666667,0.5,0,1,1,1,0,text_statement,text_statement_control,control,real_human
445FD1E0010740D880DB840AD6ECAC67,47,1,5,3,95,95,0,5,5,0,4,4,0,98.57142857,98.57142857,0,0,5,5,5.666666667,5.666666667,0,1,1,0,0,2,text_statement,text_statement_action,action,real_human
9F4AEF776B4B44B885B139915133CC2A,38,2,3,1,100,100,0,4.6,4.6,0,5,5,0,100,100,0,0,3,3,7,7,0,1,1,0,1,6,chat_nonpersonal,chat_nonpersonal_moral,moral,real_human
534B5AB2A3B94C5D9C1BF817BB7E602B,55,2,2,3,92.5,100,7.5,4.8,4.8,0,2.75,2.75,0,60.71428571,67.85714286,7.142857143,0,3,3,4.833333333,4.666666667,-0.1666666667,0,0,0,,0.5,text_statement,text_statement_action,action,real_human
F2EA3153B9CB44618DD766A56D05DBFB,57,2,6,3,87,87.5,0.5,4.4,4.4,0,3.75,3.75,0,62.42857143,66.28571429,3.857142857,0,3,3,5.166666667,5.166666667,0,0,0,0,0,1.25,text_statement,text_statement_moral,moral,real_human
998DC8E98EC14211B82D53C27F55DF93,47,2,4,2,84.5,77.75,-6.75,5,4.4,-0.6,4.25,4,-0.25,68.14285714,67.57142857,-0.5714285714,0,4,4,4.5,4.833333333,0.3333333333,1,1,0,,2,text_statement,text_statement_moral,moral,real_human
5D40D7BB9D1A443BA8DED17030386E73,29,2,5,2,100,100,0,4.8,4.4,-0.4,3.75,3.25,-0.5,100,100,0,0,3,3,5.166666667,5,-0.1666666667,1,1,0,1,4,text_statement,text_statement_control,control,real_human
4949A910A7504818A1D8A753887F1282,32,2,6,2,95.25,99,3.75,5.4,5.4,0,4,4,0,94.57142857,96,1.428571429,0,3,3,5.833333333,5.833333333,0,1,1,0,,5,chat_nonpersonal,chat_nonpersonal_future,future,real_human
32B72EC2E7344792A27E839D9A4EEDFE,46,1,1,3,100,100,0,4.4,4.4,0,4,4,0,95,97.14285714,2.142857143,0,5,5,6,5.833333333,-0.1666666667,1,1,0,1,4,chat_nonpersonal,chat_nonpersonal_action,action,real_human
31A5689235284CE29DB20244E34B7517,59,2,2,1,7,1.75,-5.25,2.8,2.8,0,2.5,2.25,-0.25,33,35,2,0,2,2,1.833333333,1.833333333,0,0,0,0,,0.25,text_statement,text_statement_future,future,real_human
9182DD3EB32648768D8E13913106A8E5,34,2,1,3,85.75,83,-2.75,5.6,5.4,-0.2,4,4,0,86.71428571,86.14285714,-0.5714285714,0,3,3,5.666666667,5.833333333,0.1666666667,1,1,0,0,5,chat_personalized,chat_personalized_control,control,real_human
259A365E528C4F9B993A513F96C1FEA8,38,2,5,3,100,100,0,4,4,0,2.5,2.5,0,78.42857143,76.28571429,-2.142857143,0,4,4,4.166666667,4.166666667,0,0,0,0,,1,text_statement,text_statement_action,action,real_human
2AD5F4690A594D03ADBBFF670B12F29C,34,1,1,1,68.75,78.75,10,5.2,5.2,0,2.75,3,0.25,71.42857143,75.71428571,4.285714286,0,1,1,2.333333333,2.333333333,0,,,,,1,chat_personalized,chat_personalized_control,control,real_human
000D1F259F974E9682C4EBD24445552A,44,2,3,1,27.75,22,-5.75,4,4,0,4.25,4.5,0.25,33,33.57142857,0.5714285714,0,2,2,6.5,6,-0.5,1,1,0,0,1,text_statement,text_statement_action,action,real_human
6771EDF2BF5743028380AC5137DD1843,30,1,5,2,91.25,100,8.75,4.4,4.4,0,5,5,0,85.71428571,87.14285714,1.428571429,0,2,2,5.666666667,5.666666667,0,,,,1,5,chat_personalized,chat_personalized_future,future,real_human
537776C895BB446496FFEFD6C43EED1E,68,2,3,3,100,100,0,4.6,4.6,0,5,5,0,97.14285714,95.71428571,-1.428571429,0,2,2,6.666666667,7,0.3333333333,1,1,0,1,6,chat_nonpersonal,chat_nonpersonal_moral,moral,real_human
083F9B8FE6ED47D89C3FEB3D692D8CFF,19,1,3,2,100,90.25,-9.75,4.6,4,-0.6,3.5,3.5,0,87.85714286,84.28571429,-3.571428571,0,3,3,5.166666667,5,-0.1666666667,1,1,0,,2,chat_nonpersonal,chat_nonpersonal_moral,moral,real_human
3DD56ED59191406182127CC87860FEFD,52,2,3,2,77.75,80.5,2.75,5,5,0,3.5,3.5,0,67.28571429,66.42857143,-0.8571428571,0,2,2,5.333333333,5.5,0.1666666667,,,,,4,text_statement,text_statement_future,future,real_human
9F7D0E9F00E54E1ABC77D8D4F21F3804,36,2,5,2,78,81.5,3.5,5.2,5.2,0,4,3.75,-0.25,69.71428571,75.85714286,6.142857143,0,4,4,5,5.166666667,0.1666666667,1,1,0,1,1,chat_personalized,chat_personalized_control,control,real_human
FD2A6686546A4D689BE4A684CD264636,33,2,7,2,52.5,51.5,-1,3.8,3.6,-0.2,3.5,3.75,0.25,64.57142857,60.57142857,-4,0,1,1,3,3,0,0,0,0,,1,chat_nonpersonal,chat_nonpersonal_moral,moral,real_human
19E20347FB2642AFBEC821F25D86B41C,31,1,5,1,86.5,95.25,8.75,4.8,4.4,-0.4,4,4.25,0.25,85.28571429,90.57142857,5.285714286,0,5,5,4.333333333,5,0.6666666667,1,1,0,1,6,chat_nonpersonal,chat_nonpersonal_action,action,real_human
3D25DA452EBA434B89E45B7044712151,29,2,5,3,73.25,56,-17.25,5.8,6,0.2,3.75,4.25,0.5,62.57142857,68,5.428571429,0,3,3,5.833333333,5.833333333,0,1,1,0,0,0,chat_personalized,chat_personalized_future,future,real_human
A15793B589234011A3BAA260101B017D,34,2,5,3,96.75,100,3.25,3.8,3.8,0,2.25,2.25,0,85,81,-4,0,2,2,3.333333333,3.333333333,0,0,0,0,,0.3333333333,chat_personalized,chat_personalized_control,control,real_human
