participantId,age,gender,education,location,belief_pre,belief_post,belief_change,distance_pre,distance_post,distance_change,intentions_pre,intentions_post,intentions_change,policy_adoption_pre,policy_adoption_post,policy_adoption_change,self_perceived_behavior_change,self_perceived_behavior_pre,self_perceived_behavior_post,consumption_pre,consumption_post,consumption_change,general_sharing_pre,general_sharing_post,general_sharing_change,intervention_sharing_post,choices,condition,combined_condition,strategy,type
D36DA0A72C374519AF5DDF323A3EECC7,37,2,5,2,35,36.5,1.5,4,4,0,4.25,4.25,0,42.57142857,43.14285714,0.5714285714,0,5,5,3.666666667,3.833333333,0.1666666667,0,0,0,,0.6666666667,chat_personalized,chat_personalized_control,control,real_human
60E605E88628420C95E0A2A74D23A5BA,35,2,5,3,95,96.25,1.25,5,5,0,3.75,3.75,0,75.85714286,77.14285714,1.285714286,0,4,4,5,5.833333333,0.8333333333,0,0,0,,2,chat_personalized,chat_personalized_future,future,real_human
F0FF8F0AC0D446388808AEFEF62E78CD,31,2,6,2,27.5,24,-3.5,5.2,5.4,0.2,3.5,3.5,0,46.14285714,51.57142857,5.428571429,0,5,5,5,5.5,0.5,0,0,0,,3,chat_nonpersonal,chat_nonpersonal_control,control,real_human
9699036197734B979386DB4245EA24CA,39,1,5,2,100,100,0,4.4,4.4,0,3,3,0,67.14285714,66.42857143,-0.7142857143,0,3,3,3.166666667,3,-0.1666666667,1,1,0,0,0,text_statement,text_statement_moral,moral,real_human
1FB08F75532D4ED19E77B8474B4565D2,47,2,5,1,31.25,23.25,-8,3.6,2.6,-1,3.75,3.5,-0.25,45.42857143,39.14285714,-6.285714286,0,2,2,4.333333333,4.333333333,0,0,0,0,,1.5,chat_personalized,chat_personalized_moral,moral,real_human
9BDCC854FEC24312AA360A4BE5981F53,24,1,5,3,69.75,65.25,-4.5,5.2,4.8,-0.4,3,3.25,0.25,60.85714286,60.57142857,-0.2857142857,0,3,3,6.666666667,6.333333333,-0.3333333333,1,1,0,1,0.5,chat_personalized,chat_personalized_future,future,real_human
AEA8B38A225F4B4488C33511D7D37385,65,2,3,1,100,100,0,4.2,4.2,0,4.25,4.25,0,97.14285714,97.14285714,0,0,2,2,6.5,6.5,0,1,1,0,0,3,chat_personalized,chat_personalized_future,future,real_human
537412D9C7F6429883EEB531CE8590A8,31,2,5,2,57.5,52.5,-5,5.4,6,0.6,4.75,4.25,-0.5,67.85714286,70.57142857,2.714285714,0,4,4,5.5,5.666666667,0.1666666667,1,1,0,0,3,chat_personalized,chat_personalized_control,control,real_human
8AC9A9CA92BC42C4ADE433A77E7B1584,24,1,5,3,65.75,64.25,-1.5,5.6,5.4,-0.2,3.5,3.5,0,61.57142857,60.28571429,-1.285714286,-1,3,2,6.333333333,6.333333333,0,1,1,0,1,2,chat_personalized,chat_personalized_future,future,real_human
6DA4858420364D8FB0B3AF74E19D5DA2,58,2,4,1,51.5,44.25,-7.25,4,4.8,0.8,3,3.25,0.25,50.85714286,46.85714286,-4,-1,3,2,4.333333333,4.333333333,0,1,0,-1,0,1,text_statement,text_statement_future,future,real_human
D92F5DFDB6194D919231B4EFCF34BAF0,64,2,4,2,99.5,100,0.5,4.6,4.6,0,3.5,3.5,0,100,100,0,0,2,2,7,7,0,1,1,0,0,0,text_statement,text_statement_future,future,real_human
105577D2EA3E440D8B04D17D6F2BA615,32,2,5,3,85.5,80,-5.5,4.2,4.4,0.2,3.75,3.5,-0.25,61.85714286,65.14285714,3.285714286,0,2,2,4.833333333,4,-0.8333333333,0,0,0,,1,chat_personalized,chat_personalized_control,control,real_human
B8334F2304A9454690F324F82C9040C4,58,1,5,1,95.75,97.5,1.75,4,4.2,0.2,4.25,4.25,0,75.71428571,75.28571429,-0.4285714286,0,3,3,6.166666667,5.833333333,-0.3333333333,1,1,0,0,4,chat_nonpersonal,chat_nonpersonal_moral,moral,real_human
CFBAFCE77D45492A9251E0EBDBFF648A,32,2,5,2,97.5,97.5,0,4.6,4.6,0,3.5,3.5,0,95,96.42857143,1.428571429,0,3,3,5.666666667,5.666666667,0,1,1,0,1,1,text_statement,text_statement_future,future,real_human
E2047E298CF54A09AC5096D16E35328E,65,2,7,2,96,96,0,5,4.4,-0.6,3.25,3.5,0.25,64.85714286,62.85714286,-2,0,1,1,5.833333333,5.666666667,-0.1666666667,0,0,0,,1,text_statement,text_statement_action,action,real_human
1400B4DF64554D97B14F151A230D1EB4,28,2,5,1,73.5,81.5,8,4.6,3.8,-0.8,2.5,4,1.5,71.85714286,74.28571429,2.428571429,0,2,2,5.5,6.166666667,0.6666666667,1,1,0,0,3,chat_personalized,chat_personalized_action,action,real_human
E78BB8E9E05F468CB8D85DFDA72D7FA6,75,2,3,2,56.75,26.75,-30,4.6,5,0.4,3,3,0,21.42857143,14.71428571,-6.714285714,0,2,2,4.166666667,3.833333333,-0.3333333333,0,0,0,,1,text_statement,text_statement_action,action,real_human
75A22CDEC1B94664ACA89626C223F517,45,2,2,2,95.25,100,4.75,5,5,0,4.5,4.5,0,95.71428571,97.14285714,1.428571429,0,3,3,5.5,5.5,0,,,,0,2,chat_nonpersonal,chat_nonpersonal_moral,moral,real_human
B70971C985704EA7935C94CA1C90A9B0,36,1,5,2,64.25,70.25,6,4.2,4.2,0,3.75,3.75,0,51.14285714,68.85714286,17.71428571,0,2,2,5.333333333,5.5,0.1666666667,1,1,0,0,6,text_statement,text_statement_action,action,real_human
8A89FC51D4B64D09AB3E6F9D50A92459,39,1,4,2,100,100,0,4.8,4.6,-0.2,4.5,4.5,0,100,100,0,0,2,2,6,6.333333333,0.3333333333,1,1,0,1,6,chat_personalized,chat_personalized_action,action,real_human
58713C62A57640F4A2E0CAC6621BA6D2,34,2,7,2,75,77.5,2.5,4,4,0,4,4,0,74.28571429,85,10.71428571,0,2,2,5.666666667,5.666666667,0,1,1,0,0,2,chat_nonpersonal,chat_nonpersonal_future,future,real_human
986CA60038DF4552A9561A8A06934297,23,1,3,2,86.25,88.75,2.5,4.8,4.6,-0.2,4.75,5,0.25,87.14285714,92.14285714,5,0,2,2,6.166666667,6.166666667,0,,,,,3,text_statement,text_statement_future,future,real_human
CB4076485DBF43DB877AE8C2633A1B1F,52,1,4,2,97.5,97.75,0.25,5,5.2,0.2,3.5,3.5,0,95.85714286,97,1.142857143,0,3,3,5,5.166666667,0.1666666667,1,1,0,0,5,chat_nonpersonal,chat_nonpersonal_action,action,real_human
BE0519BA46B84D9D9EFDF58090720DC0,23,2,3,2,79,81.25,2.25,4.2,4.4,0.2,3.75,3.75,0,77.71428571,85.42857143,7.714285714,0,2,2,5.666666667,6,0.3333333333,1,1,0,1,3,text_statement,text_statement_moral,moral,real_human
3852396C477943258E7EE91584600B4C,63,2,2,2,100,100,0,4,4.2,0.2,2.25,2.25,0,73.42857143,73.14285714,-0.2857142857,0,1,1,3.833333333,4,0.1666666667,0,0,0,,1,chat_nonpersonal,chat_nonpersonal_moral,moral,real_human
3D9B313BF4B5460DA8871354E35FE653,45,2,6,1,100,100,0,3.8,3.8,0,3.75,3.75,0,92.28571429,97.85714286,5.571428571,0,3,3,5,5.166666667,0.1666666667,,,,,6,chat_personalized,chat_personalized_control,control,real_human
88CC2CF6EEFB4E908819CB55B5641E09,69,2,3,2,92.5,93.75,1.25,4.4,4.2,-0.2,4.5,4.5,0,90,89.28571429,-0.7142857143,0,1,1,6.333333333,6.333333333,0,1,1,0,0,6,chat_nonpersonal,chat_nonpersonal_control,control,real_human
3FB4AC9EE3524EABA541261F9CE150B8,31,2,4,2,65.5,59,-6.5,5.4,5,-0.4,3.75,3.75,0,61.28571429,61.57142857,0.2857142857,0,3,3,3.5,3.5,0,1,1,0,0,3,chat_nonpersonal,chat_nonpersonal_future,future,real_human
72688532D7514D9BA1C4DCEF8B8D2BFC,28,2,5,3,86.5,84.5,-2,4.4,4,-0.4,4,3.75,-0.25,83.28571429,89.85714286,6.571428571,0,4,4,6.5,7,0.5,1,1,0,1,0,chat_nonpersonal,chat_nonpersonal_control,control,real_human
3880C72DF6714D9F8722A987549DAB2B,42,2,4,2,83,88.75,5.75,4.4,6,1.6,4.75,4.25,-0.5,79.71428571,88,8.285714286,0,2,2,5.833333333,6,0.1666666667,1,1,0,1,5,chat_nonpersonal,chat_nonpersonal_action,action,real_human
5541C9843ED54076B4CF581033B51652,39,1,4,2,85,86,1,4.4,4.2,-0.2,3,3.25,0.25,81.28571429,84.14285714,2.857142857,0,4,4,4.666666667,4.666666667,0,1,1,0,0,0.8,chat_personalized,chat_personalized_action,action,real_human
CEC9D04947A94E8DB43BEB514ADD633D,26,2,6,2,96.25,94,-2.25,5.4,5.2,-0.2,3.5,2.75,-0.75,91.57142857,89.14285714,-2.428571429,0,3,3,3.833333333,4,0.1666666667,0,0,0,0,3,text_statement,text_statement_control,control,real_human
069723C373444EF0B49FF0B2112CB9ED,53,2,5,3,95,95,0,3.2,3.2,0,3.5,3,-0.5,82.28571429,84.71428571,2.428571429,0,5,5,2.166666667,2.666666667,0.5,,,,,0,chat_personalized,chat_personalized_action,action,real_human
CCE0A5B7045648AC93DDADE5160B8327,34,2,3,1,62.5,55,-7.5,4.6,4.4,-0.2,3.25,3.25,0,57.14285714,51.71428571,-5.428571429,0,4,4,3.666666667,3.666666667,0,0,0,0,,0,chat_nonpersonal,chat_nonpersonal_future,future,real_human
F6DC1962CE6542359F6E20C27E277C30,31,1,6,2,86.25,82.75,-3.5,6.8,5,-1.8,3.75,4.25,0.5,73.57142857,69.14285714,-4.428571429,0,2,2,6.166666667,6.166666667,0,0,0,0,,5,chat_nonpersonal,chat_nonpersonal_future,future,real_human
BB49C249AA0B48AD8EEF0ECB0D4EA50B,59,2,7,2,98.75,96.75,-2,4.8,4.6,-0.2,3.25,3.25,0,74.14285714,74.14285714,0,0,3,3,6,6,0,1,1,0,,4,chat_nonpersonal,chat_nonpersonal_moral,moral,real_human
9B6221758E944F5C94E341068900294D,36,2,4,2,98,99.25,1.25,4.8,4.4,-0.4,4,4.25,0.25,86.57142857,91.28571429,4.714285714,0,2,2,6.333333333,6.5,0.1666666667,0,0,0,0,5,text_statement,text_statement_control,control,real_human
13E1143887E644B4BFEB04649093FEEB,58,2,6,1,9.5,8.25,-1.25,4.2,3.6,-0.6,2.75,3,0.25,35.42857143,35.71428571,0.2857142857,0,2,2,3,3,0,0,0,0,,0,text_statement,text_statement_moral,moral,real_human
3517877D21824ADD9E99D997C36B82C5,27,1,7,3,87.75,90.5,2.75,4.6,5.8,1.2,4.5,4.5,0,87,81.28571429,-5.714285714,0,3,3,5.666666667,5.833333333,0.1666666667,1,1,0,1,1,chat_personalized,chat_personalized_future,future,real_human
4F405BD295FE41AFBB4D7FFB9037C453,41,1,5,1,64,57.25,-6.75,5.2,5.2,0,3.25,3.25,0,60.85714286,64.57142857,3.714285714,0,2,2,5.333333333,5.5,0.1666666667,1,1,0,0,1,chat_personalized,chat_personalized_control,control,real_human
BABC69F5664D49F2A9E5FD516D118041,49,1,3,1,32.5,41.25,8.75,4.2,4.2,0,1.5,1.75,0.25,71.42857143,71.42857143,0,0,2,2,2.833333333,2,-0.8333333333,0,0,0,,0,chat_nonpersonal,chat_nonpersonal_action,action,real_human
68C37ECD4B4D42A798A41620B57204DF,24,2,3,1,100,92,-8,4,4,0,5,5,0,48.42857143,67.14285714,18.71428571,2,3,5,6,7,1,1,1,0,1,5,text_statement,text_statement_moral,moral,real_human
6CC9B9CD54704ADB8CA8B7425856FED3,67,2,5,1,57,50.75,-6.25,3,4.4,1.4,4.25,4.75,0.5,23.28571429,27.14285714,3.857142857,0,3,3,4.666666667,5,0.3333333333,1,0,-1,,3,text_statement,text_statement_control,control,real_human
91E7E31DC1404E7190D07B25AB4EEDE8,31,2,6,2,91,91,0,4.8,4.2,-0.6,2,2,0,76.42857143,84.42857143,8,0,5,5,3.166666667,4.166666667,1,0,0,0,,1,text_statement,text_statement_control,control,real_human
B30BDF51DD35435E8D9D816C256DDDCE,36,2,4,3,100,100,0,4.4,4.6,0.2,4.25,4.25,0,93.71428571,98.71428571,5,0,3,3,5.666666667,6.333333333,0.6666666667,,,,,4,chat_personalized,chat_personalized_future,future,real_human
BE3664A487E442679AE741D2999A4803,27,1,6,3,53.75,41.75,-12,4.6,5.2,0.6,2,1.75,-0.25,65,53.28571429,-11.71428571,0,1,1,5.333333333,3.333333333,-2,0,0,0,,1,chat_personalized,chat_personalized_control,control,real_human
7991FF0F949342AF8E76751E14BF9A22,33,2,6,2,86.25,90.25,4,4.6,6,1.4,3.75,3.75,0,81.28571429,80.14285714,-1.142857143,-1,3,2,4.833333333,3.833333333,-1,0,0,0,,4,chat_personalized,chat_personalized_future,future,real_human
E138DDD3EE7D487FA1D1DA0BA43E16E5,46,2,3,2,93.25,95,1.75,4,3.8,-0.2,4.25,4.25,0,90,90.85714286,0.8571428571,0,2,2,5.833333333,6,0.1666666667,1,1,0,1,4,text_statement,text_statement_control,control,real_human
7A212C1179F04B3F9B47C7E80DB0AFBC,27,1,5,3,93.75,94.75,1,5,4.4,-0.6,4.5,4.5,0,86.14285714,89.42857143,3.285714286,0,5,5,3.833333333,3.833333333,0,1,1,0,1,1,text_statement,text_statement_action,action,real_human
92DB030D4C3D4663AC3752B4270D808B,40,2,2,3,77,78,1,5.6,5.6,0,5,4.75,-0.25,57.57142857,67.71428571,10.14285714,0,3,3,5,5,0,0,0,0,1,0,chat_personalized,chat_personalized_control,control,real_human
4BD45001E6CD42B294550A18DEDBC0B2,37,2,3,1,68.75,75.5,6.75,5.2,5.2,0,4.25,4,-0.25,56.57142857,59.14285714,2.571428571,0,5,5,5.333333333,5.166666667,-0.1666666667,,,,,2,text_statement,text_statement_control,control,real_human
76EFC9FB74444AB2ACBAEFAF5D3C1E9B,41,1,5,2,0,0,0,3.4,3.4,0,2,2,0,22.14285714,19.85714286,-2.285714286,0,1,1,2.833333333,3,0.1666666667,0,0,0,,1,chat_personalized,chat_personalized_future,future,real_human
98F595D226C044CC9FB28A6B30E1FE05,32,2,5,2,28.75,36,7.25,4.4,4,-0.4,3.25,4,0.75,38,44.42857143,6.428571429,0,3,3,5.666666667,5.666666667,0,0,0,0,,3,chat_nonpersonal,chat_nonpersonal_moral,moral,real_human
B3BD7A50628E4480B8A197F803B6E75B,39,2,5,1,68,75,7,4.6,4.6,0,3.5,3.75,0.25,69.14285714,70.57142857,1.428571429,0,3,3,4.666666667,5,0.3333333333,1,1,0,1,1,chat_nonpersonal,chat_nonpersonal_control,control,real_human
BEA56FC9FF774E11A4328B2B1375983D,39,1,5,2,100,100,0,4.2,4.2,0,4.5,4.5,0,100,100,0,0,4,4,5.333333333,5.5,0.1666666667,,,,1,5,chat_personalized,chat_personalized_moral,moral,real_human
C0A1669763B14D7C8402CA01C9A5A45B,36,2,5,3,20.5,30.5,10,3,3.6,0.6,2.5,2.75,0.25,41.85714286,44.28571429,2.428571429,0,3,3,4.833333333,5.333333333,0.5,0,0,0,,1,text_statement,text_statement_action,action,real_human
D7FC6CC93A484795A0736275EE7EEA5C,46,1,4,1,71.75,92.25,20.5,3.8,4.2,0.4,4.75,4.75,0,67,66.57142857,-0.4285714286,0,2,2,1.666666667,1.166666667,-0.5,1,1,0,,0.3333333333,text_statement,text_statement_control,control,real_human
1FC94F7DD8044E74B009F03B525C6441,30,1,6,2,100,100,0,5,4.6,-0.4,4.25,4.25,0,100,100,0,0,2,2,6.333333333,6.5,0.1666666667,1,1,0,1,4,text_statement,text_statement_control,control,real_human
F6455DFC51C948B9A5D9F072D593459B,59,1,4,2,63.75,75,11.25,4.6,4.6,0,3,3.5,0.5,47.85714286,52.14285714,4.285714286,0,2,2,3.333333333,3.333333333,0,0,0,0,,0.5,chat_nonpersonal,chat_nonpersonal_control,control,real_human
A65B0B83594D4AB6A3FC8DDA3624FC5D,37,2,5,2,100,90.5,-9.5,3.6,4,0.4,4.25,4,-0.25,100,100,0,0,2,2,5.166666667,5.666666667,0.5,,,,,6,text_statement,text_statement_moral,moral,real_human
76A6A31DA16F423A8B9D9D63791511B2,42,2,5,2,100,100,0,4.6,4,-0.6,3.75,3.75,0,100,100,0,0,2,2,6.5,6.5,0,1,1,0,0,6,text_statement,text_statement_moral,moral,real_human
2BE850FEF17146DA925C004E3460D697,52,2,6,2,60,64,4,4.6,5,0.4,3.75,3.75,0,57.28571429,61.42857143,4.142857143,0,3,3,6,6,0,1,1,0,0,6,chat_personalized,chat_personalized_future,future,real_human
6CEC3570E9434EC49F05A3094F24885D,31,2,6,3,82,82.5,0.5,5.4,5.4,0,4.25,3.75,-0.5,84.85714286,82.71428571,-2.142857143,0,3,3,5.5,5.833333333,0.3333333333,1,1,0,1,3,chat_personalized,chat_personalized_moral,moral,real_human
273F071D9FAB4E18A8A523CB0712AD5D,28,1,5,3,84,81,-3,5.4,5.2,-0.2,3.75,4.25,0.5,76,78.57142857,2.571428571,0,5,5,5.333333333,5.333333333,0,1,0,-1,,3,chat_personalized,chat_personalized_control,control,real_human
DC6ADA4B436741B3B8F39FF44E54F3BD,28,1,5,3,91.25,100,8.75,6.2,6.8,0.6,3.5,3,-0.5,100,100,0,0,3,3,5.166666667,4.833333333,-0.3333333333,,,,,2,text_statement,text_statement_action,action,real_human
CFF2B7CEB4E84DAB80294428DA84CDC2,48,2,5,2,89.75,91.25,1.5,4,4,0,2.5,2.75,0.25,63.85714286,66.14285714,2.285714286,0,1,1,4.833333333,4.666666667,-0.1666666667,,,,,0.5,chat_personalized,chat_personalized_future,future,real_human
14E1165C1BF84DE4B0D7607A13B14DBC,33,2,4,1,40,42.5,2.5,4.6,4.6,0,3.5,3.75,0.25,62.57142857,70.85714286,8.285714286,0,2,2,4.333333333,3.5,-0.8333333333,0,0,0,,0.5,chat_personalized,chat_personalized_moral,moral,real_human
CA5CEBABFFDC46C08CC653F44BBC4DFF,25,1,5,2,55,48,-7,4.2,4.2,0,3,3,0,60,63.14285714,3.142857143,0,5,5,4.166666667,3.833333333,-0.3333333333,,0,,0,1.666666667,chat_nonpersonal,chat_nonpersonal_control,control,real_human
5CE211A16DF146F5A7214ABA5CCE114E,57,2,5,1,68,71,3,4.6,4.6,0,4,3.25,-0.75,68.57142857,63.28571429,-5.285714286,0,2,2,4.666666667,5.166666667,0.5,1,1,0,1,1,chat_personalized,chat_personalized_action,action,real_human
2786D344E01043B492E9DEE8B4AEF6C9,25,2,5,3,50.5,73.5,23,4.6,4.6,0,4,4,0,65.42857143,71.28571429,5.857142857,0,4,4,3.666666667,5,1.333333333,1,1,0,0,5,chat_personalized,chat_personalized_action,action,real_human
514A7693B7AC4664B86E60DB0936105E,30,1,6,2,96.25,96.25,0,4.8,4.6,-0.2,5,5,0,89.28571429,89.28571429,0,0,3,3,5.333333333,5.666666667,0.3333333333,,,,1,4,chat_personalized,chat_personalized_control,control,real_human
F514B0BF5EA341F9B1BFABCDEB730534,22,2,6,3,46.25,72,25.75,4.6,4.6,0,4.25,4,-0.25,64.28571429,77.57142857,13.28571429,0,4,4,4.166666667,4.833333333,0.6666666667,1,1,0,1,6,chat_personalized,chat_personalized_action,action,real_human
4115ACC1A5D1422ABDAEE7A0AB911441,35,1,5,2,40.75,36.75,-4,4.6,5.4,0.8,3,2.5,-0.5,23.57142857,31.85714286,8.285714286,-1,3,2,5.166666667,5.666666667,0.5,0,0,0,,0,text_statement,text_statement_control,control,real_human
EEC1B671FC4C4C4BBA59C4C618C1CEB0,23,1,3,2,52.5,62.5,10,4.2,5,0.8,2.25,2.75,0.5,72.14285714,72.14285714,0,0,5,5,3,4.166666667,1.166666667,0,0,0,0,0,chat_nonpersonal,chat_nonpersonal_action,action,real_human
B29FCA0288424BE4AD46710635727486,60,2,5,2,95,95,0,4.4,4.4,0,4.25,4.25,0,76.57142857,79.28571429,2.714285714,0,4,4,5.166666667,5.166666667,0,0,0,0,,4,chat_personalized,chat_personalized_action,action,real_human
93E1691279EE491194932B6632CD0256,30,2,3,1,50.75,42,-8.75,4.8,4.8,0,2,1.5,-0.5,33.28571429,23,-10.28571429,0,3,3,3.666666667,3.5,-0.1666666667,0,0,0,,0,chat_nonpersonal,chat_nonpersonal_action,action,real_human
45AA8E8ABBA6437C920DA5B10C253395,45,1,5,2,47.75,55,7.25,3.8,4.4,0.6,3.5,4,0.5,52.85714286,51.57142857,-1.285714286,1,4,5,4,3.833333333,-0.1666666667,,,,,1.333333333,text_statement,text_statement_future,future,real_human
1B3768703BE14804830849F1C8597EAB,42,1,5,3,94.5,94.25,-0.25,5.6,5,-0.6,3.25,4,0.75,85,85.57142857,0.5714285714,0,3,3,5.166666667,5.166666667,0,1,1,0,1,0.5,chat_nonpersonal,chat_nonpersonal_future,future,real_human
3121B2F95F9742E5B8BF4F8EB5415C99,47,2,6,2,66.5,76.75,10.25,3.8,3.6,-0.2,3.25,3.25,0,71.28571429,74,2.714285714,0,5,5,4.5,4.5,0,0,0,0,0,5,chat_personalized,chat_personalized_moral,moral,real_human
023E69792FE04D4B807AAA4CE895678A,28,1,3,1,71,68.25,-2.75,3.6,5,1.4,3,3,0,64.42857143,66.14285714,1.714285714,-1,3,2,2.833333333,3.666666667,0.8333333333,0,0,0,0,1,chat_nonpersonal,chat_nonpersonal_future,future,real_human
EA2FB03970FF4BFD99ED002B7929A284,41,2,6,2,100,100,0,5,4.4,-0.6,3.75,3.75,0,93,97.85714286,4.857142857,0,3,3,6.666666667,6.833333333,0.1666666667,,1,,0,2.5,chat_personalized,chat_personalized_moral,moral,real_human
D086DC7C657146A398EB079F81F3B58A,38,2,7,2,95.75,95.75,0,4.6,4.4,-0.2,4,4,0,87.71428571,89.14285714,1.428571429,0,2,2,5.333333333,5.166666667,-0.1666666667,,1,,0,4,chat_personalized,chat_personalized_future,future,real_human
70C0C369F2CD43CB9D92809C78798B7A,51,1,2,2,77.5,80,2.5,4.4,4.4,0,4.5,4.5,0,85.71428571,85,-0.7142857143,0,3,3,5.333333333,5.5,0.1666666667,1,1,0,0,3,text_statement,text_statement_moral,moral,real_human
DE54296134784E4A8962B88BFBBB3C27,76,2,3,2,5.75,7.75,2,1,1,0,1,1,0,7.285714286,6,-1.285714286,0,2,2,1.5,1.5,0,0,0,0,,0,text_statement,text_statement_control,control,real_human
587C9E7D042D4F4D892DDBBA1A3E8F38,64,2,2,3,61,54.5,-6.5,4.2,4,-0.2,3.25,3.25,0,67.71428571,71,3.285714286,0,2,2,2.666666667,2.5,-0.1666666667,0,0,0,,0,text_statement,text_statement_future,future,real_human
76F6110EC13F41B4AA553084A36BD4D6,47,1,2,1,26,14,-12,4.6,4.6,0,2.5,3.25,0.75,21.57142857,21.57142857,0,0,3,3,4.833333333,4.333333333,-0.5,0,0,0,,1,chat_personalized,chat_personalized_moral,moral,real_human
6B01A2925DA84DF2994287C33BB43F58,33,1,5,1,30,33.75,3.75,3.4,3.4,0,3.75,3.5,-0.25,57.85714286,55.14285714,-2.714285714,0,3,3,4.333333333,4.333333333,0,0,0,0,,1,text_statement,text_statement_future,future,real_human
C16E8A14A1CE40B08F5741EEA13FC641,36,2,7,2,60,76.5,16.5,4.2,5.6,1.4,4.25,4.25,0,73,71.42857143,-1.571428571,0,3,3,6,6,0,0,0,0,,1.666666667,text_statement,text_statement_future,future,real_human
E8B54CEF99814E27B4415FFEC7C90CEC,34,1,5,2,86.75,90.5,3.75,5,5,0,2.75,3,0.25,72.71428571,72.71428571,0,0,3,3,3.166666667,4,0.8333333333,0,0,0,0,2,text_statement,text_statement_control,control,real_human
397A7A9EA429495EAF73BA5325256FF2,36,2,3,1,45,50,5,3.4,3.4,0,3.75,4.25,0.5,55,58.57142857,3.571428571,0,2,2,5.166666667,6,0.8333333333,1,1,0,0,4,chat_nonpersonal,chat_nonpersonal_future,future,real_human
BF67A6040F614CA483B914D9508324C4,30,2,5,3,67.5,72.75,5.25,5.8,5.8,0,4.25,4.25,0,61.42857143,70.42857143,9,0,2,2,5.833333333,5.833333333,0,1,1,0,0,1,chat_personalized,chat_personalized_future,future,real_human
6A5FDF06CA8B4FE7B05C106446690B25,53,1,6,2,40.5,59.5,19,4.4,4.6,0.2,3,3.75,0.75,66.85714286,84.14285714,17.28571429,0,4,4,4.166666667,4.5,0.3333333333,1,1,0,0,3,chat_personalized,chat_personalized_moral,moral,real_human
B1A06E09C98D4863AA9688D4DE70EF55,38,1,6,1,98.75,100,1.25,4.6,4.6,0,4,4.5,0.5,74.71428571,68.42857143,-6.285714286,0,5,5,6.5,6.833333333,0.3333333333,1,1,0,1,3,chat_nonpersonal,chat_nonpersonal_control,control,real_human
2A0C5AA02E70471EACA4709168787445,37,2,4,1,91,93.5,2.5,3.8,4,0.2,2.75,2.75,0,68.85714286,67.28571429,-1.571428571,0,3,3,5.166666667,5.166666667,0,0,0,0,,1,text_statement,text_statement_moral,moral,real_human
4F1063188F12436C938D96CFE22D8287,35,1,3,2,51.25,47.5,-3.75,4.2,4.6,0.4,2.5,3.25,0.75,51.42857143,53.57142857,2.142857143,0,4,4,5.166666667,5,-0.1666666667,0,0,0,0,3,chat_personalized,chat_personalized_action,action,real_human
E24C7D4582C14C8C8DE8B8930305B18C,36,2,2,3,11.25,31.25,20,4,4.4,0.4,3.25,3.25,0,0,8.285714286,8.285714286,-2,4,2,2.833333333,3.833333333,1,1,1,0,0,3,chat_nonpersonal,chat_nonpersonal_action,action,real_human
A09E5BE893AD458F962CAFB15189D7D7,56,2,7,2,0,0,0,4,4,0,3.25,3.25,0,3.714285714,3.285714286,-0.4285714286,0,5,5,1.666666667,2.166666667,0.5,0,0,0,,0.6666666667,chat_nonpersonal,chat_nonpersonal_control,control,real_human
ABFDAB799B9C493C84A928C8ADE746CD,37,1,6,1,41.75,45,3.25,5.8,5.8,0,4,4.5,0.5,65.42857143,50.42857143,-15,0,4,4,6.166666667,6.166666667,0,1,1,0,1,1,chat_personalized,chat_personalized_moral,moral,real_human
B3BA710C9BE44D07A000952B1972EB76,59,1,5,2,10.25,9.5,-0.75,3.6,3.6,0,3,2.5,-0.5,50.28571429,51.14285714,0.8571428571,0,1,1,4,4.333333333,0.3333333333,0,0,0,,0,chat_nonpersonal,chat_nonpersonal_action,action,real_human
3497BBDABCCC463BA356E76CB46193A8,27,2,6,2,72,71.25,-0.75,4.8,5,0.2,2.25,2.5,0.25,71.57142857,73.85714286,2.285714286,0,2,2,3.666666667,3.666666667,0,0,0,0,0,1.25,chat_nonpersonal,chat_nonpersonal_future,future,real_human
9B470359D900485A998D496398516166,43,2,3,2,71,74,3,4.4,4.2,-0.2,3.75,3.5,-0.25,52.42857143,52,-0.4285714286,0,2,2,5,4.666666667,-0.3333333333,1,1,0,0,4,chat_nonpersonal,chat_nonpersonal_control,control,real_human
5095C1240E404B5A8B36B2D2D7A80788,34,1,3,3,92.25,96.75,4.5,3.8,3.2,-0.6,3.25,4.25,1,87.42857143,90.28571429,2.857142857,0,3,3,3.666666667,4.666666667,1,1,1,0,0,2,chat_nonpersonal,chat_nonpersonal_moral,moral,real_human
5F752263D06041968D371040ABA3F95A,66,2,5,2,35.25,30.5,-4.75,3.4,3.4,0,3.25,3.25,0,44.85714286,39.42857143,-5.428571429,0,2,2,3.666666667,3.833333333,0.1666666667,,,,0,1,chat_personalized,chat_personalized_action,action,real_human
744714E340DB43A9BF547F27A1FC506D,51,1,2,2,16,8,-8,4.2,3.2,-1,1,1,0,14.28571429,16.85714286,2.571428571,0,3,3,2,1.666666667,-0.3333333333,0,0,0,,0,chat_personalized,chat_personalized_control,control,real_human
E10C6740007C4383A85FB81F3A7D5F03,37,1,5,3,45.5,46,0.5,4,3.8,-0.2,1.5,1.75,0.25,62.85714286,66.28571429,3.428571429,0,5,5,2.666666667,2.666666667,0,0,0,0,,4,text_statement,text_statement_future,future,real_human
